listing_id,name,city,property_type,amenities,price,minimum_nights,review_scores_rating,instant_bookable,host_id
17331403,"Designer's space in Paris, close to Marais",Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]",91,2,100.0,f,41
17551702,"Nice, cosy, bright, quiet studio ""intra muros""",Paris,Entire apartment,"[""Heating"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Kitchen"", ""Long term stays allowed""]",40,2,100.0,f,42
17680112,Appartement calme pour 2 - 15 min du sacre coeur,Paris,Entire apartment,"[""TV"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Long term stays allowed"", ""Elevator"", ""Essentials"", ""Heating"", ""Washer"", ""Wifi""]",60,2,100.0,f,43
17843771,"Charming, luminous flat in Montmartre",Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Breakfast"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""TV"", ""Carbon monoxide alarm""]",60,2,100.0,f,44
18166061,Charming flat on the Gardette square (Bastille),Paris,Entire apartment,"[""Patio or balcony"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Breakfast"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""Essentials"", ""Bed linens"", ""Dishwasher"", ""Paid parking off premises"", ""Shampoo"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Indoor fireplace"", ""Wifi"", ""Long term stays allowed"", ""Host greets you""]",119,2,100.0,f,45
18269125,Appartement T2 au coeur du quartier Batignolles,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Cleaning before checkout"", ""TV""]",52,2,100.0,f,46
19322129,Modern and calm apartement near Mouffetard,Paris,Entire apartment,"[""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Essentials"", ""Private entrance"", ""Long term stays allowed"", ""Dishwasher"", ""TV"", ""Stove""]",70,2,100.0,f,47
19444880,Charming & cosy 2 room apartment,Paris,Entire apartment,"[""Patio or balcony"", ""Single level home"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dedicated workspace"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Host greets you"", ""Microwave""]",70,2,100.0,f,48
19929905,Clean and cosy,Paris,Entire apartment,"[""TV"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Kitchen"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Essentials"", ""Washer"", ""Wifi""]",30,2,100.0,f,49
19940449,2p avec Vue Proche Nation et Bastille,Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed"", ""TV""]",55,2,100.0,f,50
19944091,Trendy district - Montmartre - Moulin Rouge,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Long term stays allowed"", ""Host greets you"", ""TV""]",51,2,100.0,f,51
19967211,Affordable flat in the most famous area of Paris,Paris,Entire apartment,"[""Pocket wifi"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Ethernet connection"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Breakfast"", ""Microwave"", ""Pack ân Play/travel crib"", ""Cooking basics"", ""Paid parking off premises"", ""Single level home"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm""]",200,2,100.0,f,52
20202807,Charmant 2 piï¿½ces ï¿½ Denfert rochereau,Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Elevator"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Hangers"", ""TV""]",50,2,100.0,f,53
20860027,Appartement Goncourt,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Host greets you"", ""TV""]",90,2,100.0,f,54
21038462,Bel appartement en plein c??ur de Paris,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""TV""]",59,2,100.0,f,55
21156159,A quiet flat in the living town,Paris,Entire apartment,"[""Bathtub"", ""Dishes and silverware"", ""Hangers"", ""Luggage dropoff allowed"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""First aid kit"", ""Essentials"", ""Bed linens"", ""Dishwasher"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Host greets you""]",70,2,100.0,f,56
21231230,35m2 proche Montmartre,Paris,Entire apartment,"[""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Host greets you""]",60,2,100.0,f,57
21961806,"Appartement Cosy, Calme et Lumineux",Paris,Entire apartment,"[""TV"", ""Iron"", ""Kitchen"", ""Breakfast"", ""Private entrance"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Elevator"", ""Essentials"", ""Washer"", ""Wifi""]",82,2,100.0,f,58
23636300,"Charmant 2 piï¿½ces 45m2 lumineux prï¿½s metro, parcs",Paris,Entire apartment,"[""Shampoo"", ""Oven"", ""Lockbox"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Free street parking"", ""Hot water"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Dishwasher"", ""Stove""]",52,2,100.0,f,59
23726864,Studio atypique 11ï¿½me,Paris,Entire apartment,"[""Kitchen"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Wifi""]",50,2,100.0,f,60
25205911,Nice flat in the 18th district,Paris,Entire apartment,"[""Kitchen"", ""Hair dryer"", ""Iron"", ""Smoke alarm"", ""Free street parking"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Essentials"", ""Washer"", ""Wifi""]",50,2,100.0,f,61
25439485,Appart Menilmontant,Paris,Entire apartment,"[""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Pour-over coffee"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Cleaning products"", ""Clothing storage: closet"", ""Private entrance"", ""Hot water kettle"", ""Heating"", ""Freezer"", ""Kitchen"", ""Hair dryer"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Drying rack for clothing"", ""Shampoo"", ""Laundromat nearby"", ""Shower gel"", ""Bed linens""]",45,2,100.0,f,62
25969750,Charmant deux piï¿½ces dans le 11eme,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Long term stays allowed"", ""Breakfast""]",90,2,100.0,f,63
26114625,Appartement de charme c??ur de Paris,Paris,Entire apartment,"[""Kitchen"", ""Coffee maker"", ""Hangers"", ""Oven"", ""Long term stays allowed"", ""Iron"", ""Smoke alarm"", ""Cable TV"", ""Hot water"", ""Refrigerator"", ""Stove"", ""Essentials"", ""TV"", ""Dishwasher"", ""Breakfast"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Heating"", ""Cooking basics"", ""Microwave"", ""Wifi""]",100,2,100.0,f,64
27716734,Cosy flat in central Paris/Bastille,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Breakfast"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Cooking basics"", ""Hot water"", ""Essentials"", ""Host greets you"", ""Long term stays allowed"", ""TV"", ""Stove"", ""Coffee maker""]",50,2,100.0,f,65
27949347,"Joli deux piï¿½ces lumineux, cosy & central",Paris,Entire apartment,"[""Oven"", ""Lockbox"", ""Heating"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Essentials"", ""Long term stays allowed"", ""Dishwasher"", ""Stove"", ""Coffee maker"", ""Microwave""]",100,2,100.0,f,66
28446842,Appartement Charmant - Quartier Jourdain,Paris,Entire apartment,"[""Shampoo"", ""First aid kit"", ""Heating"", ""TV"", ""Iron"", ""Indoor fireplace"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Breakfast"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed""]",90,2,100.0,f,67
29794817,Calme au coeur de Paris,Paris,Entire apartment,"[""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron"", ""Dryer"", ""Dedicated workspace"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Dishwasher"", ""Paid parking off premises"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed""]",110,2,100.0,f,68
30347838,Cosy and bright flat close to the Arc de Triomphe,Paris,Entire apartment,"[""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",90,2,100.0,f,69
30583783,BOOK A FLAT IN BATIGNOLLES NEIGHBORHOOD,Paris,Entire apartment,"[""Heating"", ""Washer"", ""Dedicated workspace"", ""Elevator"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Coffee maker""]",90,2,100.0,f,70
30770048,Cosy Parisian flat - Orsay/Saint Germain/Tuileries,Paris,Entire apartment,"[""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Essentials"", ""Dishwasher"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Microwave""]",120,2,100.0,f,71
31097234,Quiet and cosy flat in the heart of Paris,Paris,Entire apartment,"[""Shampoo"", ""Dishes and silverware"", ""Oven"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Long term stays allowed"", ""Dedicated workspace""]",120,2,100.0,f,72
31314982,Deux piï¿½ces cozy dans le 17ï¿½me arrondissement,Paris,Entire apartment,"[""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you""]",110,2,100.0,f,73
31990119,Cosy apartment in Paris 12ï¿½me,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed"", ""Breakfast""]",60,2,100.0,f,74
32539506,Appartement cosy et calme ï¿½ deux pas de Montmartre,Paris,Entire apartment,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed""]",120,2,100.0,f,75
32571299,Roof top in Montmartre with view,Paris,Entire apartment,"[""Patio or balcony"", ""Elevator"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Breakfast"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Dishwasher"", ""TV"", ""Shampoo"", ""Heating"", ""Washer"", ""Kitchen"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Long term stays allowed"", ""Host greets you""]",115,2,100.0,f,76
32601193,Appartement calme et lumineux MONTMARTRE,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot water"", ""Essentials"", ""Long term stays allowed"", ""Host greets you"", ""Carbon monoxide alarm""]",65,2,100.0,f,77
32695352,Lovely 1 bed flat close to Montmartre 43 sqm,Paris,Entire apartment,"[""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Private entrance"", ""Free street parking"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Breakfast"", ""Washer"", ""Cooking basics"", ""Shampoo""]",80,2,100.0,f,78
32881124,Charmant 2 piï¿½ces Paris Gambetta,Paris,Entire apartment,"[""Iron"", ""Shampoo"", ""Heating"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Long term stays allowed""]",65,2,100.0,f,79
